기업이름,분야,평점,연봉,2차산업군
티몬 ,IT/웹/통신,2.8,4175,IT
위메프 ,IT/웹/통신,2.6,3989,IT
엘지유플러스 ,IT/웹/통신,3.2,4909,IT
삼성에스디에스 ,IT/웹/통신,3.5,5939,IT
엘지씨엔에스 ,IT/웹/통신,3.2,5322,IT
케이티 ,IT/웹/통신,3.1,5316,IT
네이버 ,IT/웹/통신,4.0,5936,IT
더존비즈온 ,IT/웹/통신,2.4,4021,IT
롯데정보통신 ,IT/웹/통신,2.7,4807,IT
효성아이티엑스 ,IT/웹/통신,2.8,3247,IT
케이티씨에스 ,IT/웹/통신,2.8,2954,IT
카카오 ,IT/웹/통신,3.8,5513,IT
엔씨소프트 ,IT/웹/통신,3.6,5429,IT
카페24 ,IT/웹/통신,3.4,4351,IT
야놀자 ,IT/웹/통신,2.8,4408,IT
씨제이올리브네트웍스 ,IT/웹/통신,3.0,4797,IT
지마켓 ,IT/웹/통신,3.7,5882,IT
에스케이플래닛 ,IT/웹/통신,3.5,5518,IT
요기요 ,IT/웹/통신,3.0,4568,IT
SK텔레콤 ,IT/웹/통신,4.0,6675,IT
안랩 ,IT/웹/통신,3.5,4401,IT
넥슨코리아 ,IT/웹/통신,3.8,5169,IT
인라이플 ,IT/웹/통신,2.8,3762,IT
사람인 ,IT/웹/통신,3.0,4169,IT
케이티아이에스 ,IT/웹/통신,2.6,3025,IT
한국아이비엠 ,IT/웹/통신,3.2,5134,IT
티맥스소프트 ,IT/웹/통신,2.8,4669,IT
우아한형제들 ,IT/웹/통신,3.7,5199,IT
케이티알파 ,IT/웹/통신,2.8,4706,IT
현대오토에버 ,IT/웹/통신,3.5,5496,IT
엔에이치엔 ,IT/웹/통신,3.5,4894,IT
미라콤아이앤씨 ,IT/웹/통신,2.9,5096,IT
미드미넷 ,IT/웹/통신,3.7,3121,IT
콘센트릭스서비스코리아(유) ,IT/웹/통신,2.5,4466,IT
케이티디에스 ,IT/웹/통신,2.9,4586,IT
이글루코퍼레이션 ,IT/웹/통신,2.7,3480,IT
코리아센터 ,IT/웹/통신,2.6,3688,IT
신한디에스 ,IT/웹/통신,2.6,4864,IT
라인플러스 ,IT/웹/통신,3.7,5703,IT
브랜디 ,IT/웹/통신,2.6,3571,IT
한전케이디엔 ,IT/웹/통신,3.4,3688,IT
커리어넷 ,IT/웹/통신,2.6,2752,IT
잡코리아 유한책임회사 ,IT/웹/통신,3.2,4255,IT
에스케이 ,IT/웹/통신,3.6,5618,IT
다우기술 ,IT/웹/통신,3.4,4675,IT
팅크웨어 ,IT/웹/통신,2.7,3878,IT
넷마블 ,IT/웹/통신,3.0,5104,IT
마이다스아이티 ,IT/웹/통신,3.3,4920,IT
