기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
동성인재개발교육원,경력 1년↑ · 계약직 외,면접 후 결정,"부산 부산진구 중앙대로 668, 6층",딥러닝,"중소기업, 학교/교육기관업종기타 기술 및 직업훈련학원홈페이지",-,-
(주)에프디테크,경력 1년↑ · 정규직,면접 후 결정,"강원 원주시 태장공단길 51, D동 3호 (태장동,원주창업보육센터)",딥러닝,"중소기업, 주식회사업종산업용 로봇 제조업",16,-
(주)에프디테크,경력 1년↑ · 정규직,면접 후 결정,"강원 원주시 태장공단길 51, D동 3호 (태장동,원주창업보육센터)",딥러닝,"중소기업, 주식회사업종산업용 로봇 제조업",16,-
메이츠소프트주식회사,경력무관 · 정규직,면접 후 결정,-,딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업설립일*",-,-
(주)티엔에스솔루션,신입 · 경력 · 정규직,면접 후 결정,"충남 천안시 서북구 백석공단1로 10, B동 1008호",딥러닝,"중소기업, 연구소, 주식회사, 수출입 기업",21,-
(주)휴먼딥,2 ~ 5년 · 정규직 외,면접 후 결정,"경기 성남시 분당구 판교역로 240 (삼평동,삼환하이펙스 에이동 518-2호)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",3,-
넛지헬스케어(주),경력무관 · 정규직,면접 후 결정,서울 강남구 역삼로1길 8,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",150,"463억 3,344만"
(주)하이퍼놀로지,경력(년수무관) · 정규직,면접 후 결정,"경기 수원시 장안구 서부로 2066, 산학협력센터 85407호 (천천동,성균관대학교)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",9,-
(주)하이퍼놀로지,신입 · 경력 · 정규직,면접 후 결정,"경기 수원시 장안구 서부로 2066, 산학협력센터 85407호 (천천동,성균관대학교)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",9,-
(주)하이퍼놀로지,신입 · 경력 · 정규직,면접 후 결정,"경기 수원시 장안구 서부로 2066, 산학협력센터 85407호 (천천동,성균관대학교)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",9,-
시냅스이미징(주),경력무관 · 정규직,면접 후 결정,"경기 군포시 고산로 166, 102동 505호",딥러닝,"중소기업, 스타트업, 연구소, 주식회사, ..업종물질 검사, 측정 및 분석기구 제조업",92,"260억 1,520만"
(주)우경정보기술,경력무관 · 계약직,"월급 230 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 2,060,740원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기",대구 수성구 알파시티1로31길 24-5,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",165,-
(주)나솔시스템즈,경력무관 · 정규직,면접 후 결정,"경기 안양시 동안구 벌말로 123, 1610호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",4,-
(주)알엠소프트,신입 · 정규직,면접 후 결정,"서울 서초구 서초중앙로 63-6, 8층 (서초동,알엠 서초빌딩)",딥러닝,중소기업홈페이지,-,-
(주)알엠소프트,경력 3년↑ · 정규직,면접 후 결정,"서울 서초구 서초중앙로 63-6, 8층 (서초동,알엠 서초빌딩)",딥러닝,중소기업홈페이지,-,-
(주)우경정보기술,3 ~ 5년 · 계약직,면접 후 결정,대구 수성구 알파시티1로31길 24-5,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",165,-
주식회사 넥스버,신입 · 경력 · 정규직,면접 후 결정,"경기 안양시 동안구 시민대로 230, A동 3층 309호 (관양동,평촌아크로타워)",딥러닝,중소기업업종기기용 자동측정 및 제어장치 제조업,12,"52억 7,200만"
(주)메디치소프트,경력무관 · 정규직 외,"연봉 3,400 만원 (주 52시간)근무형태상세보기상세근무 시간 주 52시간 기준 최저임금은 30,881,520원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)핀업,3 ~ 5년 · 정규직,회사내규에 따름,"서울 강남구 삼성로95길 10, 2-4층 (삼성동,핀업빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",35,-
패션그룹형지(주),3 ~ 10년 · 계약직,면접 후 결정,인천 연수구 하모니로177번길 49,딥러닝,"중견기업, 1000대기업, 외부감사법인, 주..업종여자용 겉옷 제조업",103,"4,051억 574만"
(주)프리뉴,경력 2년↑ · 정규직,면접 후 결정,"경기 안산시 단원구 산단로 325, 에프-501호,502호,503호,513호,514호,854호 (신길동,리드스마트스퀘어지)",딥러닝,"중소기업, 주식회사업종항공기용 부품 제조업",88,"53억 9,290만"
(주)몰로코,5 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 231, 서관 8층",딥러닝,"중소기업, 외국 법인기업, 병역특례 인증..업종광고 대행업",150,-
(주)더블다운인터액티브,경력 3년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로 152, 13층 (역삼동,강남파이낸스센터)",딥러닝,"중소기업, 주식회사업종유선 온라인 게임 소프트웨어 개발 및 공..",170,"2,936억 4,657만"
(주)메가웍스,경력 3년↑ · 정규직,면접 후 결정,"광주 서구 경열로17번길 12, 광주에이아이스타트업캠프2층 209호 13번",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",15,-
(주)더블유컨셉코리아,경력 6년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로 231, 이스트 20층",딥러닝,"대기업, 주식회사업종전자상거래 소매업",281,-
(주)에스에이치텍,경력(년수무관) · 정규직,면접 후 결정,경기 수원시 권선구 산업로155번길 228-36,딥러닝,"중소기업, 스타트업, 주식회사, 수출입 ..업종전자기 측정, 시험 및 분석기구 제조업",37,"143억 6,568만"
(주)한국아이티전문학원,경력무관 · 정규직 외,면접 후 결정,"충북 청주시 상당구 사직대로361번길 158-10, 7층 701호,8층 801호",딥러닝,"중소기업, 주식회사업종컴퓨터 학원",4,-
한화시스템(주),경력 3년↑ · 정규직 외,면접 후 결정,경북 구미시 1공단로 244,딥러닝,"코스피, 대기업, 1000대기업, 외국인 투..업종그 외 기타 전자부품 제조업",3040,-
(주)온택트헬스,5 ~ 10년 · 정규직,면접 후 결정,"부산 동구 중앙대로 184, 17층 (초량동,삼성화재부산초량사옥)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",59,-
(주)레이와트,5 ~ 10년 · 정규직,면접 후 결정,"서울 광진구 능동로 209, 305호",딥러닝,"중소기업, 주식회사업종사진기, 영사기 및 관련 장비 제조업",7,-
(주)원모어시큐리티,신입 · 경력 · 정규직,면접 후 결정,"세종 한누리대로 2150, 601호 (보람동,스마트허브1)",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",19,-
(주)알체라,10 ~ 30년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로256번길 25, 7층",딥러닝,"코스닥, 중소기업, 주식회사, 병역특례 ..업종응용 소프트웨어 개발 및 공급업",245,-
네이버랩스(주),신입 · 인턴직,면접 후 결정,"경기 성남시 분당구 정자일로 95, 18층",딥러닝,"대기업, 1000대기업, 외부감사법인, 연구..업종그 외 기타 정보 서비스업",226,-
(주)젬백스링크,신입 · 경력 · 정규직,면접 후 결정,서울 영등포구 영등포로 272,딥러닝,"코스닥, 중소기업, 주식회사업종기타 의복 소매업",104,-
올댓에코AllthatEco,경력무관 · 정규직,면접 후 결정,"경기 여주시 교동로 115, 104동 1702호 (교동,여주역우남퍼스트빌)",딥러닝,"중소기업업종자연과학 및 공학 융합 연구개발업기업주소경기 여주시 교동로 115, 104동 1702호 (교동,여주역우남퍼스트빌)",-,-
(주)온다패션,경력(년수무관) · 정규직,면접 후 결정,"인천 부평구 부평대로 293, 911호",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,6,-
(주)바이오뉴트리온,경력 2년↑ · 정규직,면접 후 결정,"충남 아산시 배방읍 희망로46번길 45-19, 2층 203호 (장재리,씨에이케이프라자)",딥러닝,중소기업업종건강보조식품 소매업,8,-
보은전자방송통신㈜,1 ~ 3년 · 정규직,"연봉 4,500 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 강서구 양천로57길 26, 701호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종방송장비 제조업",40,"80억 4,366만"
보은전자방송통신㈜,신입 · 정규직,"연봉 3,700 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 강서구 양천로57길 26, 701호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종방송장비 제조업",40,"80억 4,366만"
(주)이음,신입 · 정규직,면접 후 결정,"서울 송파구 중대로 312, 401호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",22,-
(주)트윔,신입 · 경력 · 정규직,회사내규에 따름,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",145,-
코코네엠(주),3 ~ 7년 · 정규직,회사내규에 따름,서울 강남구 학동로9길 19,딥러닝,"중소기업, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",176,-
(주)딥엑스,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)무하유,10 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 성수일로8길 5, 에이동 201호, 202호, 203호 (성수동2가,에스케이브이1타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",48,"51억 2,000만"
(주)애자일소다,3 ~ 8년 · 정규직,회사내규에 따름,"서울 강남구 선릉로 525, 3층 (역삼동,인포스톰빌딩)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,102,-
(주)날개물류,1 ~ 15년 · 정규직,회사내규에 따름,경기 파주시 파주읍 윗가마울길 77,딥러닝,"중소기업, 주식회사업종일반 창고업",129,-
(주)하이,2 ~ 10년 · 정규직,회사내규에 따름,"서울 종로구 삼일대로 428, 501호",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,45,-
(주)코인원,신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 파크원 타워1동 45층,46층",딥러닝,"중소기업, 스타트업, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)스터디맥스,신입 · 경력 · 정규직,회사내규에 따름,"서울 구로구 디지털로30길 28, 9층",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",28,-
(주)웅진,3 ~ 16년 · 정규직,회사내규에 따름,"서울 중구 청계천로 24 (다동,케이스퀘어시티)",딥러닝,"코스피, 중견기업, 외부감사법인, 주식회사업종지주회사",484,-
(주)쏘마,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 창업로40번길 30, 308호, 309호, 310호 (시흥동,판교아이티센터)",딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종응용 소프트웨어 개발 및 공급업",23,-
주식회사 제제소프트,3 ~ 15년 · 정규직,회사내규에 따름,서울 강남구 논현로 750 선주빌딩,딥러닝,"중소기업, 주식회사업종솔루션·SI·ERP·CRM설립일",-,-
(주)아파트아이,10 ~ 14년 · 정규직,회사내규에 따름,"서울 금천구 가산디지털1로 186, 1203호",딥러닝,"스타트업, 외부감사법인업종경영 컨설팅업",45,-
(주)빗썸코리아,3 ~ 7년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 124, 15층, 16층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",256,"1,446억 1,218만"
(주)버드뷰,5 ~ 15년 · 정규직,회사내규에 따름,"서울 서초구 서초대로 396, 19층",딥러닝,"중견기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",164,-
클라우드호스피탈(주),신입 · 경력 · 정규직,회사내규에 따름,"대전 서구 청사로 136, R동 12층 1263호",딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",14,-
(주)그린리본,10 ~ 15년 · 정규직,회사내규에 따름,"대전 중구 중앙로 118, 4층 409호 (대흥동,대전도시공사대전창조경제혁신센터소셜벤처캠퍼스)",딥러닝,"중소기업, 사단법인업종데이터베이스 및 온라인정보 제공업",18,-
(주)카카오페이증권,3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 166, B동 8층",딥러닝,"중소기업, 금융기관, 주식회사업종증권 중개업",347,-
(주)세나클소프트,신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로44길 8, 6층 (역삼동,아이콘역삼)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,58,-
(주)테이텀,7 ~ 10년 · 정규직,회사내규에 따름,"서울 양천구 목동동로 293, 20층 2002호, 2003호 (목동,현대41타워)",딥러닝,"중소기업, 연구소, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",14,-
주식회사 에피소든,5 ~ 20년 · 정규직,회사내규에 따름,"서울 용산구 한강대로 211(한강로1가, 대우 월드마크 용산)",딥러닝,"중소기업, 주식회사업종솔루션·SI·ERP·CRM",8,-
메이븐클라우드서비스(주),10 ~ 30년 · 정규직,회사내규에 따름,"서울 강남구 언주로 609, B동 14층",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,63,-
(주)몰로코,7 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 231, 서관 8층",딥러닝,"중소기업, 외국 법인기업, 병역특례 인증..업종광고 대행업",150,-
(주)에스투더블유,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로192번길 12, 3층 (삼평동,판교미래에셋센터)",딥러닝,"중소기업, 연구소, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",82,-
(주)모핀,5 ~ 7년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 11층 (공덕동,프론트원)",딥러닝,"중소기업, 주식회사업종컴퓨터 프로그래밍 서비스업",8,-
키스네일프러덕츠인크(주),6 ~ 12년 · 정규직,회사내규에 따름,"서울 강남구 영동대로 511, 3906호",딥러닝,중소기업업종그 외 기타 상품 전문 도매업,28,-
(주)몰로코,3 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 231, 서관 8층",딥러닝,"중소기업, 외국 법인기업, 병역특례 인증..업종광고 대행업",150,-
(주)디에스앤지,6 ~ 20년 · 정규직,회사내규에 따름,"서울 영등포구 경인로 775, 1동 501호, 502호",딥러닝,"중소기업, 외부감사법인, 주식회사업종컴퓨터 및 주변장치, 소프트웨어 도매업",49,-
(주)휴머스온,10 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 선릉로 433, 10층",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",55,-
(주)빗썸코리아,1 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 124, 15층, 16층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",256,"1,446억 1,218만"
(주)엑소시스템즈,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 수정구 창업로 43, A동 803호 (시흥동,판교글로벌비즈센터)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종전기식 진단 및 요법 기기 제조업",17,-
오케스트로(주),3 ~ 10년 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 43층 (여의도동,파크원타워2)",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",396,-
(주)업스테이지,5 ~ 15년 · 정규직,회사내규에 따름,"경기 용인시 수지구 광교중앙로 338, A동 815호",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,130,-
(주)페이히어,3 ~ 9년 · 정규직,회사내규에 따름,-,딥러닝,"기타, 주식회사, 병역특례 인증업체홈페이지",-,-
(주)자이온아이티에스,3 ~ 8년 · 정규직,회사내규에 따름,"서울 서초구 반포대로22길 39, 4층",딥러닝,중소기업업종컴퓨터시스템 통합 자문 및 구축 서비스업,40,-
(주)빗썸코리아,1 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 124, 15층, 16층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",256,"1,446억 1,218만"
(주)레트리카,4 ~ 20년 · 정규직,회사내규에 따름,"서울 서초구 서초대로77길 58, 902호",딥러닝,"중소기업, 스타트업, 외국인 투자기업, ..업종응용 소프트웨어 개발 및 공급업",9,-
(주)쏘카,3 ~ 20년 · 정규직,회사내규에 따름,제주 제주시 연미길 42,딥러닝,"코스피, 중견기업, 스타트업, 주식회사, ..업종자동차 임대업",425,-
넛지헬스케어(주),신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 역삼로1길 8,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",185,-
(주)블록체인글로벌,6 ~ 15년 · 정규직,회사내규에 따름,"서울 영등포구 여의공원로 111, 9층 905호, 906호 (여의도동,여의도태영빌딩)",딥러닝,"기타, 주식회사업종응용 소프트웨어 개발 및 공급업",15,-
오케스트로(주),1 ~ 6년 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 43층 (여의도동,파크원타워2)",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",396,-
티쓰리큐(주),5 ~ 10년 · 정규직,회사내규에 따름,"서울 구로구 디지털로30길 28, 601호, 602호, 603호, 604호, 605호, 618호 (구로동,마리오타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종컴퓨터시스템 통합 자문 및 구축 서비스업",100,-
블루닷(주),신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",25,-
블루닷(주),4 ~ 12년 · 정규직,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종시스템 소프트웨어 개발 및 공급업",25,-
(주)비밀리,4 ~ 15년 · 정규직,회사내규에 따름,"경기 성남시 분당구 황새울로359번길 11, 4층 (서현동,미래에셋플레이스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",25,-
오케스트로(주),1 ~ 5년 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 43층 (여의도동,파크원타워2)",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",396,-
(주)링거스튜디오,5 ~ 10년 · 정규직,회사내규에 따름,"서울 종로구 효자로 15, 3층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,5,-
(주)알지에이아이엔씨,신입 · 경력 · 정규직,회사내규에 따름,"서울 서초구 서초대로 396, 7층 705호",딥러닝,"중소기업, 연구소업종전기ㆍ전자공학 연구개발업",3,-
(주)에스티씨랩,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 봉은사로37길 5, 2층",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",65,-
(주)제로원에이아이,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)제로원에이아이,2 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)제로원에이아이,3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)제로원에이아이,3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)업스테이지,2 ~ 10년 · 정규직,회사내규에 따름,"경기 용인시 수지구 광교중앙로 338, A동 815호",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,130,-
(주)머스트잇,10 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 압구정로 148 (신사동,머스트잇빌딩)",딥러닝,"중소기업, 주식회사업종전자상거래 소매 중개업",60,123억
(주)머스트잇,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 압구정로 148 (신사동,머스트잇빌딩)",딥러닝,"중소기업, 주식회사업종전자상거래 소매 중개업",60,123억
(주)뉴빌리티,신입 · 경력 · 정규직,회사내규에 따름,"서울 성동구 왕십리로 115, 2층",딥러닝,"중소기업, 스타트업, 연구소, 주식회사, ..업종컴퓨터 프로그래밍 서비스업",98,-
넛지헬스케어(주),신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 역삼로1길 8,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",185,-
(주)바텍,2 ~ 10년 · 정규직,회사내규에 따름,경기 화성시 삼성1로2길 13,딥러닝,"코스닥, 외부감사법인, 수출입 기업업종치과용 기기 제조업",298,-
(주)엔지온시스템,신입 · 경력 · 정규직,회사내규에 따름,경기 화성시 삼성1로2길 29,딥러닝,"중소기업, 주식회사업종디스플레이 제조용 기계 제조업",36,-
(주)해줌,3 ~ 20년 · 정규직,회사내규에 따름,"서울 송파구 법원로 128, A동 706호 (문정동,문정에스케이브이원지엘메트로시티)",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",88,-
(주)메디픽셀,3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로108길 22, 3층",딥러닝,"스타트업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",49,-
(주)비솔,5 ~ 20년 · 정규직,회사내규에 따름,"경기 광명시 안양천로502번길 15, 601호 (철산동,광명테크노타운)",딥러닝,"주식회사, 수출입 기업업종기타 측정, 시험, 항해, 제어 및 정밀기..",37,-
이에스이(주),3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교로228번길 15, 3동 501호",딥러닝,"중소기업, 스타트업, 외부감사법인, 연구..업종응용 소프트웨어 개발 및 공급업",88,-
NSUSLAB KOREA,3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 언주로 609, 4층",딥러닝,"중소기업, 외국 법인기업, 유한회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
오케스트로(주),신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 여의대로 108, 43층 (여의도동,파크원타워2)",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",396,-
(주)클레,2 ~ 10년 · 정규직,회사내규에 따름,"서울 성동구 왕십리로 58, 511동 513호",딥러닝,"중소기업, 주식회사, 수출입 기업업종응용 소프트웨어 개발 및 공급업",15,-
(주)다누시스,신입 · 경력 · 정규직,회사내규에 따름,"경기 광명시 하안로 60, 에이동 711,712,713호 (소하동,광명테크노파크)",딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종기타 무선 통신장비 제조업",60,-
(주)디윅스,3 ~ 7년 · 정규직,면접 후 결정,"서울 강남구 선릉로94길 12, 7층 (삼성동,세웅타워)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",25,-
(주)빗썸코리아,7 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 124, 15층, 16층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",256,"1,446억 1,218만"
(주)다비오,3 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 144, 8층 (공덕동,마포티타운)",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업설립일",-,-
(주)페니로이스,2 ~ 10년 · 정규직,회사내규에 따름,"서울 종로구 율곡로2길 7, 4층 (수송동,서머셋팰리스서울)",딥러닝,"중소기업, 주식회사업종경영 컨설팅업설립일",-,-
버즈앤비(주),3 ~ 5년 · 정규직,회사내규에 따름,"경기 성남시 분당구 분당내곡로 117, 416호 (백현동,크래프톤타워 워크앤올)",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-
(주)데이터메이커,신입 · 경력 · 정규직,회사내규에 따름,"대전 유성구 유성대로 871, 401호, 402호, 403호, 501호, 502호, 503호 (죽동,씨유빌딩)",딥러닝,중소기업업종전기ㆍ전자공학 연구개발업,69,-
(주)세나클소프트,3 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로44길 8, 6층 (역삼동,아이콘역삼)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,58,-
(주)크라우드웍스,5 ~ 10년 · 정규직,면접 후 결정,"서울 강남구 테헤란로 309, 5층 (역삼동,삼성제일빌딩)",딥러닝,"코스닥, 중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",150,"106억 8,913만"
(주)사피온코리아,경력 2년↑ · 정규직,면접 후 결정,"경기 성남시 분당구 판교로 253, A동 6층 (삼평동,판교이노밸리)",딥러닝,대기업업종비메모리용 및 기타 전자집적회로 제조업,102,-
(주)티맥스메타버스,경력(년수무관) · 정규직,면접 후 결정,경기 성남시 분당구 황새울로258번길 29,딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,90,-
(주)버디버스,경력 3년↑ · 정규직,면접 후 결정,"서울 강남구 강남대로62길 21, 3층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",7,-
(주)카비,경력 10년↑ · 정규직,면접 후 결정,"서울 금천구 벚꽃로 244, 301호",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",23,-
에이아이테크(주),경력무관 · 정규직,"연봉 8,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","경기 평택시 산단로16번길 12, 5층 511호,512호",딥러닝,중소기업업종자동차용 전용 신품 부품 판매업,10,-
주식회사 에이테크,경력 3년↑ · 정규직,면접 후 결정,"울산 중구 종가로 655, 307호 (서동,혁신센트럴시티)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",26,-
(주)유시스,신입 · 계약직,면접 후 결정,"부산 해운대구 센텀북대로 60, 1007호 1006호,1007호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",47,-
(주)나노프로텍,경력무관 · 정규직,면접 후 결정,대전 유성구 테크노11로 7,딥러닝,"중소기업, 주식회사업종산업처리공정 제어장비 제조업",41,-
METASS,경력무관 · 정규직,면접 후 결정,"경기 고양시 일산동구 중앙로1275번길 60-31, 504호 (장항동,에메랄드빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",5,"2억 9,126만"
