기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
니어스랩,3년,-,"상시', '서울시 강남구 논현로 417 화원빌딩 4, 5층",드론,AI 드론을 원격에서 관리하는 관제 S/W 개발,"3년 이상의 S/W 개발 경험 (분야 무관)다양한 프로그래밍 언어를 자유롭게 활용 가능하신 분새로운 도메인에 대한 학습 능력 및 문제해결 역량을 갖추신 분주어진 문제를 풀기 위해 사업팀과 소통하며 고객을 위한 공학적인 의사 결정을 주도적으로 하실 수 있는 분H/W를 원격에서 모니터링하고 제어하는 S/W 개발 경험자스타트업 경험자【 고용형태 】, 정규직 (수습기간 3개월 포함)【 채용절차 】, 서류전형 코딩테스트 1,2차 면접  최종합격, 지원서 : 자유양식, 그 외 포트폴리오 등 업무역량을 알 수 있는 자료가 있다면 자유롭게 보내주세요:-), 최종합격 전 처우 협의가 진행됩니다., 각 절차별 합격자에 한해 다음 절차가 진행됩니다."
